Title,Date,Category,Link
Waterbury Man Sentenced For Medicaid Fraud,2024-06-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-mount-pleasant-nurse-charged-with-stealing-drugs/
Attorney General Jackley Announces Rapid City Woman Sentenced For Grand Theft By Embezzlement,2024-06-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/provider-agrees-to-pay-over-629000-to-settle-allegations-of-false-claims-act-violations/
Averhealth To Pay Over $1.3 Million To Resolve False Claims Act Allegations Related To Drug Tests Used In Michigan’s Children’s Protective Services & Foster Care Programs,2024-06-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-unlawful-distribution-of-controlled-substances/
Tapestry Hospice Settles Healthcare Kickback Claims For $1.4 Million,2024-06-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/waterbury-man-sentenced-for-medicaid-fraud/
Hospice Care Company Owner Sentenced On Health Care Fraud Charges,2024-06-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-jackley-announces-rapid-city-woman-sentenced-for-grand-theft-by-embezzlement/
"Altarum Institute Agreed to Pay $262,000 for Allegedly Violating the Civil Monetary Penalties Law by Reporting Inaccurate Time and Effort Spent and Falsifying Data",2024-06-20,Grant and Contractor Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/averhealth-to-pay-over-13-million-to-resolve-false-claims-act-allegations-related-to-drug-tests-used-in-michigans-childrens-protective-services-foster-care-programs/
Co-owners of Rhode Island Health Care Centers Charged With Health Care Fraud,2024-06-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tapestry-hospice-settles-healthcare-kickback-claims-for-14-million/
Attorney General Ellison Charges Five With Stealing More Than $10M In Two Medicaid Fraud Prosecutions,2024-06-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hospice-care-company-owner-sentenced-on-health-care-fraud-charges/
New Indictment Alleges Aaron Rossi Committed Fraud In COVID-19 Testing,2024-06-18,COVID-19,https://oig.hhs.gov/fraud/enforcement/altarum-institute-agreed-to-pay-262000-for-allegedly-violating-the-civil-monetary-penalties-law-by-reporting-inaccurate-time-and-effort-spent-and-falsifying-data/
Northern Michigan Physician Assistant Charged With COVID-19 Pandemic Assistance Fraud,2024-06-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/co-owners-of-rhode-island-health-care-centers-charged-with-health-care-fraud/
Chicago Health Care Company And Its Former Owners To Pay Nearly $2 Million To Settle False Claims Act Lawsuit,2024-06-18,COVID-19,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-charges-five-with-stealing-more-than-10m-in-two-medicaid-fraud-prosecutions/
Woman Pleads Guilty To COVID-19 Vaccine Card Fraud Scheme,2024-06-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-indictment-alleges-aaron-rossi-committed-fraud-in-covid-19-testing/
New Hanover County Social Worker Sentenced To Prison For Conspiring To Defraud Medicaid,2024-06-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/northern-michigan-physician-assistant-charged-with-covid-19-pandemic-assistance-fraud/
Worcester-Based Dentist And Practice Indicted In $2 Million Medicaid Fraud And Larceny Scheme,2024-06-17,COVID-19,https://oig.hhs.gov/fraud/enforcement/chicago-health-care-company-and-its-former-owners-to-pay-nearly-2-million-to-settle-false-claims-act-lawsuit/
Attorney General Paxton’s Medicaid Fraud Control Unit Takes Down $70 Million Health Care Fraud Scheme,2024-06-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/
"U.S. Attorney Announces Two Additional Civil Settlements As Part Of National Effort To Combat Electronic Stimulation Fraudulent Billing Scheme And Recover Millions, And Enforcement Action Of One Of The Settlements",2024-06-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
"Acadian Ambulance Service of Texas Agreed to Pay $196,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-06-14,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
U.S. Attorney Files Civil Fraud Suit Against LabQ And Its CEO For Fraudulently Billing COVID-19 Testing,2024-06-13,COVID-19,https://oig.hhs.gov/fraud/enforcement/attorney-general-paxtons-medicaid-fraud-control-unit-takes-down-70-million-health-care-fraud-scheme/
"Behavioral Health Companies, CEO, Pay Nearly $4.6 Million To Settle Allegations Related To Telehealth Services For Nursing Home Residents",2024-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-two-additional-civil-settlements-as-part-of-national-effort-to-combat-electronic-stimulation-fraudulent-billing-scheme-and-recover-millions-and-enforcement-action-of-one-of-the-settlements/
Former Nurse Sentenced For Adulteration Of Fentanyl,2024-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/acadian-ambulance-service-of-texas-agreed-to-pay-196000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Money Launderer Sentenced To 30 Months In Prison For Laundering Millions Of Dollars Of Health Care Fraud Proceeds,2024-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-files-civil-fraud-suit-against-labq-and-its-ceo-for-fraudulently-billing-covid-19-testing/
DOJ And Evergreen Treatment Services Settle Allegations Regarding Double Billing Of Government Health Programs,2024-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/behavioral-health-companies-ceo-pay-nearly-46-million-to-settle-allegations-related-to-telehealth-services-for-nursing-home-residents/
Founder/CEO And Clinical President Of Digital Health Company Arrested For $100M Adderall Distribution And Health Care Fraud Scheme,2024-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nurse-sentenced-for-adulteration-of-fentanyl/
"Citizen Advocates Agreed to Pay $58,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Without Proper Supervision",2024-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/money-launderer-sentenced-to-30-months-in-prison-for-laundering-millions-of-dollars-of-health-care-fraud-proceeds/
"NHS Management Agreed to Pay $265,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals",2024-06-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/doj-and-evergreen-treatment-services-settle-allegations-regarding-double-billing-of-government-health-programs/
Pharmacy Owner Sentenced For $1M Health Care Fraud Scheme,2024-06-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/founderceo-and-clinical-president-of-digital-health-company-arrested-for-100m-adderall-distribution-and-health-care-fraud-scheme/
United States Reaches $1.2 Million Civil Settlement With Festus Pain Management Doctor Over Allegations Of False Claims To Federal Health Care Programs,2024-06-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/citizen-advocates-agreed-to-pay-58000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-without-proper-supervision/
Eight Defendants Charged With Multi-Million Dollar Health Care Fraud Scheme,2024-06-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nhs-management-agreed-to-pay-265000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/
Two Individuals Plead Guilty To Health Care Fraud Conspiracy,2024-06-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-for-1m-health-care-fraud-scheme/
Pharmacist Convicted Of Unlawfully Dispensing Controlled Substances At Retrial,2024-06-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-reaches-12-million-civil-settlement-with-festus-pain-management-doctor-over-allegations-of-false-claims-to-federal-health-care-programs/
AG Campbell Announces $4 Million Settlement With Nursing Home Chain For Significant Staffing And Care Failures Resulting In Resident Neglect,2024-06-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eight-defendants-charged-with-multi-million-dollar-health-care-fraud-scheme/
CityMD Agrees To Pay Over $12M For Alleged False Claims To The COVID-19 Uninsured Program,2024-06-07,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-individuals-plead-guilty-to-health-care-fraud-conspiracy/
Wellesley Psychiatrist Sentenced To Over Eight Years In Prison For $19 Million Insurance Fraud Scheme; Billed Insurance Companies For Thousands Of Services He Never Provided,2024-06-07,COVID-19,https://oig.hhs.gov/fraud/enforcement/pharmacist-convicted-of-unlawfully-dispensing-controlled-substances-at-retrial/
Five Individuals Arrested For Defrauding Medicare Of Over $15M Through Sham Hospices And Money Laundering,2024-06-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-campbell-announces-4-million-settlement-with-nursing-home-chain-for-significant-staffing-and-care-failures-resulting-in-resident-neglect/
Former Fresno Sleep Clinic Owner Sentenced To 46 Months In Prison For Submitting Over $1.5 Million In Fraudulent Claims For Sleep Studies To Medicare And Medi-Cal,2024-06-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/
Queens And Brooklyn-Based Eye Doctor Settles Health Care Fraud Claims For More Than $2.4 Million,2024-06-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
"Bridgeport Hospital and Northeast Medical Group Agreed to Pay $10.7 Million for Allegedly Paying Remuneration in the Form of Medical Director Services, Management Services, Physician Assistant Services, and Free Staff",2024-06-06,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
"MedPro EMS Agreed to Pay $266,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-06-06,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/former-fresno-sleep-clinic-owner-sentenced-to-46-months-in-prison-for-submitting-over-15-million-in-fraudulent-claims-for-sleep-studies-to-medicare-and-medi-cal/
"South Coast Retina Center Agreed to Pay $609,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Above Fair Market Value Space, Equipment and Staff Lease Payments",2024-06-06,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/queens-and-brooklyn-based-eye-doctor-settles-health-care-fraud-claims-for-more-than-24-million/
"The Estates of St. Louis Agreed to Pay $300,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-06-05,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/bridgeport-hospital-and-northeast-medical-group-agreed-to-pay-107-million-for-allegedly-paying-remuneration-in-the-form-of-medical-director-services-management-services-physician-assistant-services-and-free-staff/
Macon Resident Pleads Guilty To Obstructing Justice In Civil Investigation,2024-06-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medpro-ems-agreed-to-pay-266000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Pharmacy Owner And Physician Charged With Illegally Diverting Oxycodone For Cash,2024-06-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-coast-retina-center-agreed-to-pay-609000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-above-fair-market-value-space-equipment-and-staff-lease-payments/
Chronic Disease Management Provider To Pay $14.9M To Resolve Alleged False Claims,2024-06-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/the-estates-of-st-louis-agreed-to-pay-300000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Chronic Disease Health Care Provider To Pay Florida Medicaid Nearly $600,000 For False Claims Act Violations",2024-06-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/macon-resident-pleads-guilty-to-obstructing-justice-in-civil-investigation/
"Dr. Gabriel Gonzalez Carabello Agreed to Pay $351,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in the Form of a Space Lease Arrangement, Salaries, and Supplies",2024-06-04,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-and-physician-charged-with-illegally-diverting-oxycodone-for-cash/
"Lorien Health Services Agreed to Pay $55,000 for Allegedly Violating the Civil Monetary Penalties Law by Retaining Overpayments",2024-06-04,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/chronic-disease-management-provider-to-pay-149m-to-resolve-alleged-false-claims/
"Aleca Home Health Agreed to Pay $94,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by Unlicensed Individuals",2024-06-03,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/chronic-disease-health-care-provider-to-pay-florida-medicaid-nearly-600000-for-false-claims-act-violations/
"Massachusetts Surgeon To Pay $200,000 To Resolve Allegations Of Soliciting And Receiving Illegal Kickbacks",2024-05-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dr-gabriel-gonzalez-carabello-agreed-to-pay-351000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-the-form-of-a-space-lease-arrangement-salaries-and-supplies/
Pharmacy Owner Sentenced For Paying Illegal Kickbacks And Engaging In A Money Laundering Conspiracy,2024-05-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lorien-health-services-agreed-to-pay-55000-for-allegedly-violating-the-civil-monetary-penalties-law-by-retaining-overpayments/
"Dermatology and Laser Center of Charleston Agreed to Pay $426,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Not Provided as Claimed",2024-05-31,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/aleca-home-health-agreed-to-pay-94000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-unlicensed-individuals/
