Title,Date,Category,Link,Agency
Home Health Company Owner Sentenced for Nearly $2.8M Medicare Fraud,2024-01-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-company-owner-sentenced-for-nearly-28m-medicare-fraud/,U.S. Department of Justice
Serial Health Care Fraudster Sentenced for $234M Medicare Fraud Scheme,2024-01-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/serial-health-care-fraudster-sentenced-for-234m-medicare-fraud-scheme/,U.S. Department of Justice
"Doctor Agrees to Pay $95,000 to Settle Allegations of Health Care Fraud",2024-01-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-agrees-to-pay-95000-to-settle-allegations-of-health-care-fraud/,"U.S. Attorney's Office, Eastern District of Washington"
"Four Plead Guilty to Healthcare Offenses, Including Doctor and Lab Owners",2024-01-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-plead-guilty-to-healthcare-offenses-including-doctor-and-lab-owners/,"U.S. Attorney’s Office, Northern District of Texas"
Durable Medical Equipment Companies to Pay Millions in False Claims Settlement,2024-01-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/durable-medical-equipment-companies-to-pay-millions-in-false-claims-settlement/,"U.S. Attorney's Office, District of South Carolina"
United States and State of Washington File False Claims Act Complaint Against MultiCare for Knowingly Endangering Patients and Fraudulently Billing for Spinal Surgery Procedures,2024-01-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-and-state-of-washington-file-false-claims-act-complaint-against-multicare-for-knowingly-endangering-patients-and-fraudulently-billing-for-spinal-surgery-procedures/,"U.S. Attorney's Office, Eastern District of Washington"
Former Nurse Sentenced to Federal Prison for Stealing Fentanyl and Other Controlled Substances,2024-01-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nurse-sentenced-to-federal-prison-for-stealing-fentanyl-and-other-controlled-substances/,"U.S. Attorney’s Office, Northern District of Iowa"
Houston Dental Clinic Operator Convicted In $6M Pediatric Fraud Scheme,2024-01-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-dental-clinic-operator-convicted-in-6m-pediatric-fraud-scheme/,"U.S. Attorney's Office, Southern District of Texas"
Memphis Woman Arrested Following TennCare Fraud Investigation,2024-01-26,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/memphis-woman-arrested-following-tenncare-fraud-investigation/,Tennessee Attorney General
"New York Presbyterian Hospital Pays Over $800,000 to Settle Claims that Physician Practices Improperly Billed Government Health Care Programs",2024-01-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-york-presbyterian-hospital-pays-over-800000-to-settle-claims-that-physician-practices-improperly-billed-government-health-care-programs/,"U.S. Attorney's Office, Eastern District of New York"
Assistant Convicted at Trial of Amniotic Fluid Scam,2024-01-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/assistant-convicted-at-trial-of-amniotic-fluid-scam/,"U.S. Attorney's Office, Northern District of Texas"
Former Federal Agent Sentenced To Prison For Witness Tampering And Obstructing Justice,2024-01-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-federal-agent-sentenced-to-prison-for-witness-tampering-and-obstructing-justice/,"U.S. Attorney's Office, Southern District of Florida"
Attorney General Griffin Announces Medicaid Fraud Conviction,2024-01-25,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-griffin-announces-medicaid-fraud-conviction/,Arkansas Attorney General
Arapahoe Man Sentenced For Assault Resulting In Serious Bodily Injury And Theft From An Indian Organization,2024-01-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arapahoe-man-sentenced-for-assault-resulting-in-serious-bodily-injury-and-theft-from-an-indian-organization/,"U.S. Attorney's Office, District of Wyoming"
New Hanover County Social Worker Pleads Guilty to Conspiring to Defraud Medicaid,2024-01-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-hanover-county-social-worker-pleads-guilty-to-conspiring-to-defraud-medicaid/,"U.S. Attorney's Office, Eastern District of North Carolina"
Columbia Physician Indicted for False Statements to Medicare,2024-01-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/columbia-physician-indicted-for-false-statements-to-medicare/,"U.S. Attorney's Office, Western District of Missouri"
Current and Former Owners of Center City Philadelphia Pharmacy Agree to Pay Over $4.6 Million to Resolve Civil Investigations of Improper Medicare and Medicaid Billing,2024-01-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/current-and-former-owners-of-center-city-philadelphia-pharmacy-agree-to-pay-over-46-million-to-resolve-civil-investigations-of-improper-medicare-and-medicaid-billing/,"U.S. Attorney's Office, Eastern District of Pennsylvania"
"Susquehanna Township Emergency Medical Services Agreed to Pay $122,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Relied on Falsified Documents",2024-01-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/susquehanna-township-emergency-medical-services-agreed-to-pay-122000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-relied-on-falsified-documents/,N/A
Former CEO of Whittier Health Clinic Sentenced to More Than 10 Years in Prison for Running Multimillion-Dollar Scheme to Defraud Medi-Cal,2024-01-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/more-than-10-years-in-prison-for-running-multimillion-dollar-scheme-to-defraud-medi-cal/,"U.S. Attorney's Office, Central District of California"
Former MercyOne Nurse Sentenced for Conspiracy to Acquire Controlled Substances and Possession of Child Pornography,2024-01-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-mercyone-nurse-sentenced-for-conspiracy-to-acquire-controlled-substances-and-possession-of-child-pornography/,"U.S. Attorney's Office, Northern District of Iowa"
Dr. Lloyd Costello Agreed to Be Excluded for 7 Years for Allegedly Prescribing Medically Unnecessary Drugs,2024-01-19,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/dr-lloyd-costello-agreed-to-be-excluded-for-7-years-for-allegedly-prescribing-medically-unnecessary-drugs/,N/A
AG Campbell Announces Settlements With Three Temporary Nurse Staffing Agencies For Overcharging Long-Term Care Facilities,2024-01-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-campbell-announces-settlements-with-three-temporary-nurse-staffing-agencies-for-overcharging-long-term-care-facilities/,Massachusetts Attorney General
"TriStar Greenview Regional Hospital Agreed to Pay $90,000 for Allegedly Violating Patient Dumping Statute by Failing to Treat a Patient with an Emergency Medical Condition",2024-01-18,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/tristar-greenview-regional-hospital-agreed-to-pay-90000-for-allegedly-violating-patient-dumping-statute-by-failing-to-treat-a-patient-with-an-emergency-medical-condition/,N/A
Former Pharmacy President Sentenced To Three Years In Prison For $32 Million Health Care Kickback Scheme,2024-01-18,EMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/former-pharmacy-president-sentenced-to-three-years-in-prison-for-32-million-health-care-kickback-scheme/,"U.S. Attorney's Office, District of New Jersey"
"New York Man Sentenced to Federal Prison and Pays $850,000 in Civil Fines and Restitution for Durable Medical Equipment Scheme",2024-01-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-york-man-sentenced-to-federal-prison-and-pays-850000-in-civil-fines-and-restitution-for-durable-medical-equipment-scheme/,"U.S. Attorney's Office, District of South Carolina"
Advocare Agreed to Pay $2.2 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Bonus Payments,2024-01-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/advocare-agreed-to-pay-22-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-bonus-payments/,N/A
AmeriHealth Clinics Consent To A $2 Million Judgment To Resolve Healthcare Fraud Allegations,2024-01-17,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/amerihealth-clinics-consent-to-a-2-million-judgment-to-resolve-healthcare-fraud-allegations/,"U.S. Attorney's Office, District of Idaho"
"Nebula Health and Deepak Rajpoot, MD Agreed to Pay $393,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims Not Provided as Claimed",2024-01-17,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/nebula-health-and-deepak-rajpoot-md-agreed-to-pay-393000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-not-provided-as-claimed/,N/A
"Southern Oregon Hospital System and Physician Agree to Pay $430,000 to Settle Health Care Fraud Allegations",2024-01-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/southern-oregon-hospital-system-and-physician-agree-to-pay-430000-to-settle-health-care-fraud-allegations/,"U.S. Attorney's Office, District of Oregon"
Richmond Clinic Owners Agree To Settle Allegations Regarding Acupuncture Devices,2024-01-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/richmond-clinic-owners-agree-to-settle-allegations-regarding-acupuncture-devices/,"U.S. Attorney's Office, Southern District of Texas"
New Jersey Hospital and Investors to Pay the United States $30.6 Million for Alleged False Claims Related to Excessive Cost Outlier Payments,2024-01-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-jersey-hospital-and-investors-to-pay-the-united-states-306-million-for-alleged-false-claims-related-to-excessive-cost-outlier-payments/,U.S. Department of Justice
Carla Jackson Agreed to Be Excluded for7 Years for Allegedly Receiving Improper Remuneration,2024-01-12,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/carla-jackson-agreed-to-be-excluded-for7-years-for-allegedly-receiving-improper-remuneration/,N/A
"Dr. Evan Kardon Agreed to Pay $210,000 and Be Excluded for 10 Years for Allegedly Receiving Remuneration in Exchange for Ordering Durable Medical Equipment and Genetic Tests",2024-01-12,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/dr-evan-kardon-agreed-to-pay-210000-and-be-excluded-for-10-years-for-allegedly-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment-and-genetic-tests/,N/A
"Jackson Health System Agreed to Pay $233,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations and Stabilizing Treatment",2024-01-12,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/jackson-health-system-agreed-to-pay-233000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examinations-and-stabilizing-treatment/,N/A
Shreveport Woman Pleads Guilty to Defrauding Medicaid,2024-01-12,EMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/shreveport-woman-pleads-guilty-to-defrauding-medicaid/,"U.S. Attorney's Office, Western District of Louisiana"
"St. Louis Area Doctors Accused of Illegally Administering Ketamine, Health Care Fraud",2024-01-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-louis-area-doctors-accused-of-illegally-administering-ketamine-health-care-fraud/,"U.S. Attorney's Office, Eastern District of Missouri"
Attorney General Alan Wilson announces two employees charged with stealing from assisted-living home residents in Chester,2024-01-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-two-employees-charged-with-stealing-from-assisted-living-home-residents-in-chester/,South Carolina Attorney General
New Jersey Laboratory and Its Owner and CEO Agree to Pay Over $13 Million to Settle Allegations of Kickbacks and Unnecessary Testing,2024-01-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/new-jersey-laboratory-and-its-owner-and-ceo-agree-to-pay-over-13-million-to-settle-allegations-of-kickbacks-and-unnecessary-testing/,U.S. Department of Justice
"Good Samaritan EMS Agreed to Pay $33,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-01-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/good-samaritan-ems-agreed-to-pay-33000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/,N/A
"Attorney General Josh Stein Reaches $61,000 Medicaid Fraud Settlement with Burlington Provider",2024-01-10,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-reaches-61000-medicaid-fraud-settlement-with-burlington-provider/,North Carolina Attorney General
Nine Indicted in Federal Health Care Fraud Probe,2024-01-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/nine-indicted-in-federal-health-care-fraud-probe/,"U.S. Attorney's Office, Western District of Virginia"
"Independence Home Healthcare and Jose Vincente Perez Agreed to Pay $377,000 and Be Excluded for 20 Years for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual and Paying Improper Remuneration",2024-01-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/independence-home-healthcare-and-jose-vincente-perez-agreed-to-pay-377000-and-be-excluded-for-20-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual-and-paying-improper-remuneration/,N/A
Larue County Couple Sentenced to Over Two Years in Federal Prison for Conspiring to Sell Hydrocodone and Oxycodone Stolen from Pharmacy,2024-01-08,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/larue-county-couple-sentenced-to-over-two-years-in-federal-prison-for-conspiring-to-sell-hydrocodone-and-oxycodone-stolen-from-pharmacy/,"U.S. Attorney's Office, Western District of Kentucky"
Home Healthcare Company Agrees to Pay Nearly $10 Million to Resolve False Claims Act Allegations Relating to Its Participation in the Energy Employees Occupational Illness Compensation Program,2024-01-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-healthcare-company-agrees-to-pay-nearly-10-million-to-resolve-false-claims-act-allegations-relating-to-its-participation-in-the-energy-employees-occupational-illness-compensation-program/,U.S. Department of Justice
