Title,Date,Category,Link,Agency
Home Health Providers To Pay $4.5M To Resolve Alleged False Claims Act Liability For Providing Kickbacks To Assisted Living Facilities And Doctors,2024-07-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-providers-to-pay-45m-to-resolve-alleged-false-claims-act-liability-for-providing-kickbacks-to-assisted-living-facilities-and-doctors/,U.S. Department of Justice
Attorney General Alan Wilson announces arrest of Easley woman accused of stealing from assisted living facility resident,2024-07-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-easley-woman-accused-of-stealing-from-assisted-living-facility-resident/,State of South Carolina
Seven Charged In Arizona As Part Of The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2024-06-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/seven-charged-in-arizona-as-part-of-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/,"June 28, 2024: U.S. Attorney's Office, District of Arizona"
Tareen Dermatology Agrees To Pay More Than $1.6 Million To Resolve Alleged False Claims Act Violations,2024-06-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tareen-dermatology-agrees-to-pay-more-than-16-million-to-resolve-alleged-false-claims-act-violations/,"U.S. Attorney's Office, District of Minnesota"
Researcher At University Of Montana Admits Falsifying Records In Federal Investigation,2024-06-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/researcher-at-university-of-montana-admits-falsifying-records-in-federal-investigation/,"U.S. Attorney’s Office, District of Montana"
Georgia Chiropractor Admits $14.9 Million Health Care Fraud And Kickback Scheme Related To Durable Medical Equipment And Cancer Genetic Testing,2024-06-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-chiropractor-admits-149-million-health-care-fraud-and-kickback-scheme-related-to-durable-medical-equipment-and-cancer-genetic-testing/,"U.S. Attorney's Office, District of New Jersey"
U.S. Attorney’s Office Announces Two Indictments of Health Care Fraud Related Charges,2024-06-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-announces-two-indictments-of-health-care-fraud-related-charges/,"U.S. Attorney's Office, Eastern District of Kentucky"
Three Baton Rouge Individuals Charged In Federal Court In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2024-06-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-baton-rouge-individuals-charged-in-federal-court-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/,"U.S. Attorney's Office, Middle District of Louisiana"
Emergency Room Doctor Pleads Guilty To HIPAA Violation,2024-06-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/emergency-room-doctor-pleads-guilty-to-hipaa-violation/,"U.S. Attorney's Office, Northern District of Iowa"
West Monroe Man Charged In Federal Court In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2024-06-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/west-monroe-man-charged-in-federal-court-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/,"U.S. Attorney's Office, Western District of Louisiana"
Montclair Pharmacist Charged With Submitting Over $300 Million In Fraudulent Claims To Medi-Cal In Medication Reimbursement Scam,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/montclair-pharmacist-charged-with-submitting-over-300-million-in-fraudulent-claims-to-medi-cal-in-medication-reimbursement-scam/,"U.S. Attorney's Office, Central District of California"
Bloomfield Man Pleads Guilty To Health Care Fraud Charge,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bloomfield-man-pleads-guilty-to-health-care-fraud-charge/,"U.S. Attorney's Office, District of Connecticut"
Magellan Diagnostics Pleads Guilty To Criminal FDCA Charges,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/magellan-diagnostics-pleads-guilty-to-criminal-fdca-charges/,"U.S. Attorney's Office, District of Massachusetts"
Eastern District of Michigan Charges Six Individuals As Part Of National Health Care Fraud Takedown,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-six-defendants-charged-in-the-eastern-district-of-michigan/,"U.S. Attorney's Office, Eastern District of Michigan"
U.S. Attorney Breon Peace Announces 11 Arrests in National Health Care Fraud Enforcement Action,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-breon-peace-announces-11-arrests-in-national-health-care-fraud-enforcement-action/,"U.S. Attorney's Office, Eastern District of New York"
Middle District Of Tennessee Charges Four Individuals Responsible For $15 Million In False Medicare Billing As Part Of National Health Care Fraud Takedown,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/middle-district-of-tennessee-charges-four-individuals-responsible-for-15-million-in-false-medicare-billing-as-part-of-national-health-care-fraud-takedown/,"U.S. Attorney's Office, Middle District of Tennessee"
Madison Man Charged With Conspiracy To Defraud The United States As Part Of Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/madison-man-charged-with-conspiracy-to-defraud-the-united-states-as-part-of-department-of-justices-2024-national-health-care-fraud-enforcement-action/,"U.S. Attorney's Office, Southern District of Mississippi"
Eight Charged Locally As Part Of National Health Care Fraud Enforcement Action,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eight-charged-locally-as-part-of-national-health-care-fraud-enforcement-action/,"U.S. Attorney's Office, Southern District of Texas"
U.S. Attorney Bennett Announces Participation in Coordinated National Health Care Fraud Enforcement Action,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-bennett-announces-participation-in-coordinated-national-health-care-fraud-enforcement-action/,"U.S. Attorney's Office, Western District of Kentucky"
Kalamazoo Doctor Charged for Role in Telehealth Fraud Scheme,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kalamazoo-doctor-charged-for-role-in-telehealth-fraud-scheme/,"U.S. Attorney's Office, Western District of Michigan"
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims - Virginia,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-virginia/,"U.S. Attorney's Office, Western District of Virginia"
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims/,U.S. Department of Justice
Podiatrist Sentenced for $4M Foot Bath Fraud Scheme,2024-06-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/podiatrist-sentenced-for-4m-foot-bath-fraud-scheme/,U.S. Department of Justice
Attorney General Mayes Highlights Participation In National Health Care Fraud Enforcement Action,2024-06-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-mayes-highlights-participation-in-national-health-care-fraud-enforcement-action/,State of Arizona
Attorney General James Announces Indictments of Rensselaer and Orange County Medical Transport Companies for Stealing over $4.4 Million From Medicaid,2024-06-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-indictments-of-rensselaer-and-orange-county-medical-transport-companies-for-stealing-over-44-million-from-medicaid/,State of New York
U.S. Attorney Announces Settlement Of Civil Fraud Lawsuit Against VNS Health And Related Entities For Billing For Services They Failed To Provide Or Document,2024-06-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-settlement-of-civil-fraud-lawsuit-against-vns-health-and-related-entities-for-billing-for-services-they-failed-to-provide-or-document/,"U.S. Attorney’s Office, Southern District of New York"
"Former Panama City Doctor Agrees To $550,000 Consent Judgment To Resolve FCA and CSA Lawsuit",2024-06-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-panama-city-doctor-agrees-to-550000-consent-judgment-to-resolve-fca-and-csa-lawsuit/,"U.S. Attorney's Office, Northern District of Florida"
Houston Dental Clinic Operator Heads To Prison For Role In $6M Pediatric Fraud Scheme,2024-06-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-dental-clinic-operator-heads-to-prison-for-role-in-6m-pediatric-fraud-scheme/,"U.S. Attorney’s Office, Southern District of Texas"
"Palo Alto Medical Foundation and Palo Alto Foundation Medical Group Agreed to Pay $291,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed",2024-06-25,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/palo-alto-medical-foundation-and-palo-alto-foundation-medical-group-agreed-to-pay-291000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed/,N/A
Ingham County Nurse Charged With Falsifying Medical Records Connected To Resident Fall,2024-06-25,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ingham-county-nurse-charged-with-falsifying-medical-records-connected-to-resident-fall/,State of Michigan
Milford Woman Pleads Guilty To Theft Of Medicaid Funds,2024-06-25,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/milford-woman-pleads-guilty-to-theft-of-medicaid-funds/,State of New Hampshire
Pharmacy Owners Sentenced For $18M COVID-19 Health Care Fraud And Money Laundering Scheme,2024-06-24,COVID-19,https://oig.hhs.gov/fraud/enforcement/pharmacy-owners-sentenced-for-18m-covid-19-health-care-fraud-and-money-laundering-scheme/,"U.S. Department of Justice and U.S. Attorney's Office, Eastern District of New York"
Texas Medical Center Institutions Agree To Pay $15M Record Settlement Involving Concurrent Billing Claims For Critical Surgeries,2024-06-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-medical-center-institutions-agree-to-pay-15m-record-settlement-involving-concurrent-billing-claims-for-critical-surgeries/,"U.S. Attorney's Office, Southern District of Texas"
Worcester Individual Indicted For Stealing From Rest Home And Residents,2024-06-24,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/worcester-individual-indicted-for-stealing-from-rest-home-and-residents/,State of Massachusetts
Attorney General Alan Wilson Announces Arrest Of Barnwell Woman For Stealing From Assisted Living Resident,2024-06-24,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-barnwell-woman-for-stealing-from-assisted-living-resident/,State of South Carolina
Attorney General Alan Wilson Announces Arrest Of Mount Pleasant Nurse Charged With Stealing Drugs,2024-06-24,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-mount-pleasant-nurse-charged-with-stealing-drugs/,State of South Carolina
"Provider Agrees To Pay Over $629,000 To Settle Allegations Of False Claims Act Violations",2024-06-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/provider-agrees-to-pay-over-629000-to-settle-allegations-of-false-claims-act-violations/,"U.S. Attorney's Office, District of Maine"
Doctor Convicted Of Unlawful Distribution Of Controlled Substances,2024-06-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-unlawful-distribution-of-controlled-substances/,U.S. Department of Justice
Waterbury Man Sentenced For Medicaid Fraud,2024-06-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/waterbury-man-sentenced-for-medicaid-fraud/,State of Connecticut
Attorney General Jackley Announces Rapid City Woman Sentenced For Grand Theft By Embezzlement,2024-06-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jackley-announces-rapid-city-woman-sentenced-for-grand-theft-by-embezzlement/,State of South Dakota
Averhealth To Pay Over $1.3 Million To Resolve False Claims Act Allegations Related To Drug Tests Used In Michigan’s Children’s Protective Services & Foster Care Programs,2024-06-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/averhealth-to-pay-over-13-million-to-resolve-false-claims-act-allegations-related-to-drug-tests-used-in-michigans-childrens-protective-services-foster-care-programs/,"U.S. Attorney's Office, Eastern District of Michigan"
Tapestry Hospice Settles Healthcare Kickback Claims For $1.4 Million,2024-06-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tapestry-hospice-settles-healthcare-kickback-claims-for-14-million/,"U.S. Attorney's Office, Northern District of Georgia"
Hospice Care Company Owner Sentenced On Health Care Fraud Charges,2024-06-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-care-company-owner-sentenced-on-health-care-fraud-charges/,"U.S. Attorney's Office, Western District of Louisiana"
"Altarum Institute Agreed to Pay $262,000 for Allegedly Violating the Civil Monetary Penalties Law by Reporting Inaccurate Time and Effort Spent and Falsifying Data",2024-06-20,Grant and Contractor Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/altarum-institute-agreed-to-pay-262000-for-allegedly-violating-the-civil-monetary-penalties-law-by-reporting-inaccurate-time-and-effort-spent-and-falsifying-data/,N/A
Co-owners of Rhode Island Health Care Centers Charged With Health Care Fraud,2024-06-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/co-owners-of-rhode-island-health-care-centers-charged-with-health-care-fraud/,"U.S. Attorney's Office, District of Rhode Island"
